,A,B,K,d,r,s,D,j,j_deg,gmm
311,-180352/3*theta_K^2 - 940160/3*theta_K - 33040/3,377041408/9*theta_K^2 + 1966091776/9*theta_K + 216634496/27,x^3 - 27*x - 1,3,3,0,8745,x^3 + 170701734*x^2 + 214834137920697*x - 58035669652786463,3,True
312,1152*theta_K - 16/3,-27648*theta_K^2 + 2560*theta_K + 128/27,x^3 - 27*x - 1,3,3,0,8745,x^3 + 150038717620766814*x^2 + 816984540827255277*x - 1457273987548704558143,3,True
313,-81*theta_K^2 - 1/3*theta_K,-1458*theta_K^2 - 36*theta_K + 2/27,x^3 - 27*x - 1,3,3,0,8745,x^3 - 2195385012*x^2 - 2953506651872676135525*x - 2074908726383993151625,3,True
314,-3456*theta_K^2 - 128*theta_K - 279952/3,20161024*theta_K^2 + 2240000/3*theta_K + 14698133120/27,x^3 + 27*x - 1,3,1,1,-8751,x^3 - 1536*x^2 + 14547765*x + 10218313,3,True
315,-35008/3*theta_K^2 - 432*theta_K - 315088,-2517248*theta_K^2 - 279680/3*theta_K - 1835166976/27,x^3 + 27*x - 1,3,1,1,-8751,x^3 - 532254*x^2 + 1411509*x - 5168743489,3,True
316,-15276219299998423090376167967012420921715028928*theta_K^2 - 616024033456373045521197030686725365499558832*theta_K - 412159908221559385296715388153579132323448526800,11316563007021863378982859838335115723181467599517504074037755749852416/3*theta_K^2 + 420061300964308650484569960244307892550588817677884644461868902678400/3*theta_K + 305570885711735053057592391474365251874224608891929053630246149357568256/3,x^3 + 27*x - 1,3,1,1,-8751,x^3 + 19663956*x^2 - 2003817332061*x + 51270308774780473,3,False
317,-61339408980568039769182754769815124350262331084016*theta_K^2 - 490090652434888134286349277314858686655747817951536*theta_K + 18234714607199703591524673805166756922704427945088,7152696215140489722969951729440692435728125791806851928294619290669758856320/3*theta_K^2 - 3237842714891116866302766416456889512053069173149802552789486066106764523264/3*theta_K + 110103351085271786754705332484820698723277823382459410182380225699620482688/3,x^3 + 27*x - 1,3,1,1,-8751,x^3 - 15327138*x^2 + 104207882450745*x - 909653224960829089,3,False
318,-2834368/3*theta_K^2 - 34992*theta_K - 25510608,-1836815616*theta_K^2 - 68026752*theta_K - 1339106608384/27,x^3 + 27*x - 1,3,1,1,-8751,x^3 - 150150559717217718*x^2 + 816967483477965585*x - 1457274758769625508929,3,True
319,31104*theta_K^2 + 1152*theta_K + 2519408/3,-544154112*theta_K^2 - 20152832*theta_K - 396708502912/27,x^3 + 27*x - 1,3,1,1,-8751,x^3 + 2195380530*x^2 + 2955118779436979403783*x - 2074907750307515073287,3,True
320,-1292752/3*theta_K^2 + 5640448/3*theta_K + 2354176/3,7256386432/9*theta_K^2 - 31777197568/9*theta_K - 39777120256/27,x^3 - 21*x - 8,3,3,0,8829,x^3 - 3378*x^2 - 20925411*x + 6902411264,3,False
321,-156055808832142832221176784497126288*theta_K^2 + 683206632111020469693401191360029312*theta_K + 285074564841259597832780728476239568,-143862005275565532812117143247970454028038774038998400*theta_K^2 + 629926383180351205297759734649703504329782875248770048*theta_K + 262839381437141625103271519318971890501800253262748544,x^3 - 21*x - 8,3,3,0,8829,x^3 + 258372*x^2 + 1050907020*x + 1061520150601,3,False
322,3844613593196943794067672*theta_K^2 - 1691929747201960981870776*theta_K - 79142246059409448623453376,12834497702428230709061456864051525760*theta_K^2 - 4805782145853982971056037217388291328*theta_K - 268197629381438065276510310665301895168,x^3 - 21*x - 8,3,3,0,8829,x^3 - 733941*x^2 + 2691954243*x - 1769804660736,3,False
323,-571930433302594605756071253478620324928560*theta_K^2 - 2723725078010512604944328404730742353618112*theta_K - 960756035635621718950798337117638197256704,1141811517272910629135570549128924098437282042649832228797088896*theta_K^2 + 5437690521178542449547878510757212935278283517780112385594603776*theta_K + 1918069497918787447553031010714366265372768324072260444012185600,x^3 - 21*x - 8,3,3,0,8829,x^3 - 7714039023*x^2 + 45443363630139*x + 74801523211075584,3,True
324,-30247938482726853805679699354007207093296018678231040*theta_K^2 + 132446503248541325076122329119376077659740776695021568*theta_K + 55263839211392973926737130822692959809214962890309632,12236316996674442103402956090054235247701549181625311023982099927228193131986944*theta_K^2 - 53579102581675197413333008472906568861888704348076417985258737131920579510665216*theta_K - 22356097273538541484279324523266329632379697863035977937730892507273921818525696,x^3 - 21*x - 8,3,3,0,8829,x^3 + 1028572144353*x^2 - 3622482199412949*x + 3188778063968899072,3,True
325,133836987133/3*theta_K^2 + 220885266542/3*theta_K + 2726827264769/3,9903311260131179266/81*theta_K^2 + 16344476920783116652/81*theta_K + 67257489214058601742/27,x^3 - x^2 + 16*x - 54,3,1,1,-8836,47,1,True
326,-4251062317517/3*theta_K^2 - 3930887854958/3*theta_K + 40280662234718/3,-52630215990060467494/27*theta_K^2 + 532165525953069983836/27*theta_K - 1040745563558754682844/27,x^3 - x^2 + 16*x - 54,3,1,1,-8836,x^3 - 94273*x^2 + 10667635617*x - 157053201754177,3,True
327,-815228948631886105939370786747842560*theta_K^2 - 2158746032069897781231746356982317056*theta_K - 3799013149404702030635921334542008320,1489167129962635085863544612094957868525867936851689472*theta_K^2 + 3943350684848367538819218182373935522297936089807060992*theta_K + 6939603307614950848472125876137687249763836895244058624,x^3 - x^2 - 5*x - 17,3,1,1,-8876,x^3 - 1196962048*x^2 + 374697820160*x - 45057210056704,3,False
328,-9791/3*theta_K^2 + 20995*theta_K - 32453,-2517286/9*theta_K^2 + 48574846/27*theta_K - 2780406,x^3 - x^2 - 25*x + 54,3,3,0,8909,x^3 + 80*x^2 - 4252942*x - 1378749897,3,True
329,-7734520720/3*theta_K^2 + 11424383872/3*theta_K + 68413710464/3,2719501156080128/9*theta_K^2 + 20861983149561344/9*theta_K - 356003317890575744/27,x^3 - 55,3,1,1,-9075,-121,1,True
330,-10229161795000240408*theta_K^2 - 116703048059467734047/3*theta_K - 443816143796107768136/3,746530218278002814664648464440/9*theta_K^2 + 2839018930633069619104585242376/9*theta_K + 32389962085197620052013741340026/27,x^3 - 55,3,1,1,-9075,-24729001,1,True
331,25824*theta_K^2 - 331312/3*theta_K + 16224,-16386688/9*theta_K^2 + 224446592/27*theta_K - 33049856/27,x^3 - x^2 - 13*x + 2,3,3,0,9325,x^3 - 3418802*x^2 + 5566830813*x + 35806478336,3,True
332,-64/3*theta_K^2 + 176/3*theta_K + 112,14720/9*theta_K^2 + 128128/27*theta_K - 1271680/27,x^3 - x^2 - 32*x + 79,3,3,0,9409,x^3 + 5430362*x^2 + 137422902061*x - 88895680847,3,True
333,-304/3*theta_K^2 - 976/3*theta_K + 5920/3,-39808/27*theta_K^2 - 25088/9*theta_K + 615424/27,x^3 - x^2 - 32*x + 79,3,3,0,9409,x^3 + 5430362*x^2 + 137422902061*x - 88895680847,3,True
334,23/3*theta_K^2 + 50/3*theta_K - 577/3,-68/27*theta_K^2 - 826/27*theta_K - 2504/27,x^3 - x^2 - 32*x + 79,3,3,0,9409,x^3 + 5430362*x^2 + 137422902061*x - 88895680847,3,True
335,161681/3*theta_K^2 - 491269/3*theta_K - 1161898/3,-291376318/27*theta_K^2 + 394167952/9*theta_K + 726855520/27,x^3 - x^2 - 12*x - 21,3,1,1,-9471,x^3 + 3799*x^2 + 11085760*x + 4227952113,3,True
336,1025*theta_K^2 - 5735*theta_K + 14053,-83950*theta_K^2 + 469710*theta_K - 1150972,x^3 - x^2 - 12*x + 63,3,1,1,-9583,999,1,True
337,-11791600*theta_K^2 + 65975440*theta_K - 161665712,-121258723200*theta_K^2 + 678456639360*theta_K - 1662482372352,x^3 - x^2 - 12*x + 63,3,1,1,-9583,-371323264041,1,True
338,408472/3*theta_K^2 - 867192*theta_K + 3347536/3,-2269071872/27*theta_K^2 + 1605747200/3*theta_K - 18595477376/27,x^3 - x^2 - 26*x + 44,3,3,0,9869,x^3 - 77779*x^2 - 114565941*x + 299015684703,3,True
339,777136*theta_K^2 - 952848*theta_K - 36129616/3,-27643889024/27*theta_K^2 + 33893109632/27*theta_K + 142797015040/9,x^3 - 17*x - 19,3,3,0,9905,x^3 - 61206*x^2 - 446212733*x + 1122594168457,3,True
340,-17392/3*theta_K^2 + 21328/3*theta_K + 269488/3,18841216/27*theta_K^2 - 23100544/27*theta_K - 291977728/27,x^3 - 17*x - 19,3,3,0,9905,x^3 - 8558317*x^2 + 41005591038*x - 25513448331519,3,True
341,169952/3*theta_K^2 - 608144/3*theta_K - 3981344/3,-1070934656/27*theta_K^2 - 108731008/27*theta_K + 11803253888/27,x^3 - 17*x - 19,3,3,0,9905,x^3 - 39848653027*x^2 - 202048274340432*x + 2258734358623739534721,3,True
342,-4947024*theta_K^2 + 6062832*theta_K + 229963184/3,51786188416/27*theta_K^2 - 63496786048/27*theta_K - 267510444032/9,x^3 - 17*x - 19,3,3,0,9905,x^3 - 298310585268396*x^2 + 7651839716090484545167*x - 13007839978513163134900583,3,True
343,640/3*theta_K^2 - 1024*theta_K + 2288/3,-739840/27*theta_K^2 + 1168384/9*theta_K - 289664/3,x^3 - x^2 - 14*x + 13,3,3,0,9937,x^3 - 36850871*x^2 + 3669955287*x + 45690734375,3,True
344,98991776*theta_K^2 + 42538048*theta_K - 4568768704/3,-8047201874192/3*theta_K^2 - 3459838783648/3*theta_K + 1114269724389152/27,x^3 - x^2 - 16*x + 22,3,3,0,9996,x^3 - 183680*x^2 - 30306304*x + 46036680704,3,True
345,40090942645656648171210519085056*theta_K^2 + 17236827689045247528977572036608*theta_K - 616807613519688024653761018331136,-348544748406798021911082857663764589067850743808*theta_K^2 - 149855259936992613496299043132455418719109120000*theta_K + 5362431116122477719778723426080480801268080574464,x^3 - x^2 - 16*x + 22,3,3,0,9996,x^3 + 1647071872*x^2 - 29324130021376*x - 15598015549014016,3,False
346,-866334858084731008387712420739446925508858484608061153476608*theta_K^2 - 2350636031771301793148152830571204679457063706283763931545600*theta_K + 5132714738384886323599576558271903015367181030014068377780224,-1314561648294915531889918689008585534169325333990287621824276763440825996438568100452892672*theta_K^2 - 3566814780254960151743736107414566906561933849858009757355030410431419133923564545307049984*theta_K + 7788293272229076552150599866292999794916751258140761663731488661708613755764063682328264704,x^3 - x^2 - 16*x + 22,3,3,0,9996,x^3 - 6138379312090496*x^2 - 1975884600130612129792*x + 935461553087494083313664,3,True
347,72448/3*theta_K^2 + 83188/3*theta_K - 1922284/3,224131136/9*theta_K^2 + 257357408/9*theta_K - 17840808704/27,x^3 - x^2 - 29*x + 57,3,3,0,10164,-121,1,True
348,-1310/3*theta_K^2 + 8908/3*theta_K - 13231/3,288434/9*theta_K^2 - 1949416/9*theta_K + 8573452/27,x^3 - x^2 - 29*x + 57,3,3,0,10164,-24729001,1,True
349,-155183160931982047050694896647242596433800462336*theta_K^2 - 1949271413831048450156116444272374516134793183232*theta_K - 3235720118493135883395671918224920031674796867584,-484502607816806297370563402373845637916202905531179313103730433377435648*theta_K^2 - 1772221042254353647872757190226747671967886961104734256752861777506598912*theta_K - 1611688483117400025742174542289456705475734881985328099259327143120732160,x^3 - x^2 + 11*x + 33,3,1,1,-10252,x^3 - 41505024*x^2 + 968103975124992*x - 5244400522497944977408,3,False
350,-12671710865784414040074864346292307419481161859072*theta_K^2 + 14358137584859215757971278341964289972418805497856*theta_K + 76988297736229093084933812934883707317326063861760,20083657414923162589655680505301311650049833257195684682912476515581034496*theta_K^2 + 333711189720387880918488784218095564330517462015143766969622582409954328576*theta_K + 577583961302327555807990012726310378271352827125058154450779083593685663744,x^3 - x^2 + 11*x + 33,3,1,1,-10252,x^3 - 41505024*x^2 + 968103975124992*x - 5244400522497944977408,3,False
351,-32/9*theta_K^2 + 80/9*theta_K - 80,-1024/81*theta_K^2 + 2560/81*theta_K - 1664/9,x^3 - x^2 + 21*x - 54,3,1,1,-10571,x^3 - 2539*x^2 + 1364499*x - 10204192809,3,True
352,-4964*theta_K^2 + 24448*theta_K - 21500,-911648*theta_K^2 + 4489920*theta_K - 3948480,x^3 - x^2 - 15*x + 17,3,3,0,10580,-9936,1,True
353,380320905740424824882285198575810517873453602558312/3*theta_K^2 - 108215077003342369763220878365483891133584368220616/3*theta_K - 9813561290747125598215008608288792028669469084079728/3,88270765539066408750112104863100785110333352495970335245552542309574297295464/27*theta_K^2 + 41204115553708573593848972190274508309011065989826213354611360317014410918536/27*theta_K - 1950098863308682746953252668813805913957640161340068703253656156207184071483552/27,x^3 - x^2 - 18*x + 56,3,1,1,-10663,x^3 + 7849*x^2 + 10320334848*x - 6262062317568,3,True
354,-1216/3*theta_K^2 + 704/3*theta_K + 2944,-744448/9*theta_K^2 + 5214208/27*theta_K + 25714688/27,x^3 - x^2 + 7*x + 37,3,1,1,-10700,x^3 - 108312832*x^2 + 2419785728*x - 115074924544,3,True
355,-8/3*theta_K^2 + 52/3*theta_K - 23,910/27*theta_K^2 - 5944/27*theta_K + 7996/27,x^3 - x^2 - 27*x + 47,3,3,0,10712,x^3 - 1201*x^2 - 610849*x - 3375,3,True
356,1532/3*theta_K^2 + 5572/3*theta_K - 15529/3,-190574/27*theta_K^2 - 231032/9*theta_K + 1931672/27,x^3 - x^2 - 27*x + 47,3,3,0,10712,x^3 - 1201*x^2 - 610849*x - 3375,3,True
357,-210014/3*theta_K^2 + 1361924/3*theta_K - 1799630/3,-552240472/9*theta_K^2 + 10743666832/27*theta_K - 14196422120/27,x^3 - x^2 - 27*x + 47,3,3,0,10712,x^3 - 950431*x^2 + 52954686431*x - 96229320890625,3,True
358,-1454/3*theta_K^2 + 1924/3*theta_K + 470,388504/27*theta_K^2 - 1900912/27*theta_K + 2186104/27,x^3 - x^2 - 27*x + 47,3,3,0,10712,x^3 - 950431*x^2 + 52954686431*x - 96229320890625,3,True
359,-10112128/3*theta_K^2 - 38536640/3*theta_K - 5306320/3,-349419023104/27*theta_K^2 - 1331684030720/27*theta_K - 183367217024/27,x^3 - 14*x - 2,3,3,0,10868,x^3 - 974096*x^2 + 3242650368*x + 15942121541632,3,True
360,28068032/3*theta_K^2 - 1362304*theta_K - 130879856,1330244424448/27*theta_K^2 - 63470672384/9*theta_K - 18596557175168/27,x^3 - 14*x - 2,3,3,0,10868,x^3 - 3650960*x^2 + 48550521600*x + 252244293013504,3,True
361,-7360/3*theta_K^2 - 8736*theta_K - 1200,-205440*theta_K^2 - 21155840/27*theta_K - 2913152/27,x^3 - 14*x - 2,3,3,0,10868,x^3 + 5392747495*x^2 - 42990973782645*x + 58306807107877609,3,True
362,-175676917045408/3*theta_K^2 + 756892721122192/3*theta_K - 1274392566730768/3,-34569368312775084007424/9*theta_K^2 + 446819713536443996185600/27*theta_K - 752317608174868620591488/27,x^3 - x^2 - 7*x + 24,3,1,1,-11011,-121,1,True
363,264676199/3*theta_K^2 + 232434610/3*theta_K - 2128083865/3,24721888358656/27*theta_K^2 + 44863008366832/27*theta_K - 122173164987254/27,x^3 - x^2 - 7*x + 24,3,1,1,-11011,-24729001,1,True
364,1136/3*theta_K^2 - 3680/3*theta_K - 14608/3,1469440/27*theta_K^2 - 4702208/27*theta_K - 18761600/27,x^3 - x^2 - 31*x - 54,3,3,0,11045,47,1,True
365,1092048*theta_K^2 - 10214368/3*theta_K - 41205904/3,-54530309632/9*theta_K^2 + 1055843986432/27*theta_K + 3321145815680/27,x^3 - x^2 - 31*x - 54,3,3,0,11045,47,1,True
366,43509*theta_K^2 - 235798/3*theta_K - 1024415,-48581048/3*theta_K^2 + 790114624/27*theta_K + 10293025664/27,x^3 - x^2 - 25*x - 19,3,3,0,11188,x^3 + 20848624*x^2 + 16555229825792*x + 759069654635302912,3,True
367,443641*theta_K^2 - 2405090/3*theta_K - 31331965/3,14232148112/27*theta_K^2 - 25718691560/27*theta_K - 335046550352/27,x^3 - x^2 - 25*x - 19,3,3,0,11188,x^3 + 20848624*x^2 + 16555229825792*x + 759069654635302912,3,True
368,-183886915317323184*theta_K^2 + 1240463230883161344*theta_K - 1118625931460844288,-5283117242848729720540950912*theta_K^2 + 22760702858758617958320611712*theta_K - 18330487893974778084688988160,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 + 2*x^2 - 14*x + 1,3,False
369,22959329752516176*theta_K^2 + 65052920322506592*theta_K - 95662395690756912,-153066502595370128461682688*theta_K^2 - 432593739458470827948593664*theta_K + 640423859580751070157224832,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 + 2*x^2 - 14*x + 1,3,True
370,-934951301186365152*theta_K^2 + 4581248870751633072*theta_K - 3837182567028520752,-40564171264600479059450228736*theta_K^2 + 198734109309248512213487006208*theta_K - 166449636619993480695384463488,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 + 2*x^2 - 14*x + 1,3,True
371,11261716014091122432*theta_K^2 + 31837403364800341680*theta_K - 47082620983912538112,1657827636786983185815677457024*theta_K^2 + 4686753397961118887015083106688*theta_K - 6930998193854444309412498376704,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 + 2*x^2 - 14*x + 1,3,False
372,1029638/3*theta_K^2 + 2910833/3*theta_K - 4304681/3,-6867807248/27*theta_K^2 - 19415600440/27*theta_K + 9570910430/9,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 5731*x^2 - 13549117*x + 21554582687,3,True
373,30800/3*theta_K^2 + 87073/3*theta_K - 128768/3,-35531794/27*theta_K^2 - 100449982/27*theta_K + 49516768/9,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 5731*x^2 - 13549117*x + 21554582687,3,False
374,168044549*theta_K^2 + 1425208528/3*theta_K - 702555824,74406312464350/27*theta_K^2 + 210349996855618/27*theta_K - 311075774103904/27,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 5731*x^2 - 13549117*x + 21554582687,3,False
375,21*theta_K^2 + 178/3*theta_K - 265/3,3280/27*theta_K^2 + 9272/27*theta_K - 13718/27,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 5731*x^2 - 13549117*x + 21554582687,3,True
376,-1555985336794293767630020245290682288*theta_K^2 - 4507885607541088057966644708858579360*theta_K + 6073883485751333979242670095596536912,-3497595360218230944679386343122008090805424703212520448*theta_K^2 - 9856978917457202394584867390576345977307126502544241664*theta_K + 14742874024392562560303567133443976488702779990619258240,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 179392*x^2 + 9525404144*x - 155382467950081,3,True
377,-8797803338915679051392358628385006256*theta_K^2 + 19543368262492063985091536757232280448*theta_K - 10840459577590092910777674094408465152,-41798953241886721646087194116312972620557635032117829504*theta_K^2 + 133638557241624235217408989652741427801689882674085849472*theta_K - 95234653761223808086017236595682863215403992799163189248,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 179392*x^2 + 9525404144*x - 155382467950081,3,False
378,-23598470536212077388018662969313583200*theta_K^2 + 115566921748703987643634384219649372592*theta_K - 96782710718321587475170815186906619824,-270962367965299729963877334419031168665255688391099567104*theta_K^2 + 1327517649513256988093368490515418859088286092515452547072*theta_K - 1111862729110556462089450303017764758608800773338746898048,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 179392*x^2 + 9525404144*x - 155382467950081,3,True
379,-781361671791012067269800144843794565760*theta_K^2 - 2208959130332061884566700249808740899536*theta_K + 3266636443149357968147497429051970322432,37771845463217727614041631193894308247999008574180320257152*theta_K^2 + 106782706989295351452764778182517497651602176287917107198336*theta_K - 157915452567145905256940282711311727845453199566410359900160,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 179392*x^2 + 9525404144*x - 155382467950081,3,False
380,-10498/3*theta_K^2 - 9893*theta_K + 14629,5621888/27*theta_K^2 + 5297776/9*theta_K - 23503838/27,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 10895155*x^2 + 124765438307*x - 246928513749553,3,True
381,-171835168/3*theta_K^2 - 485785760/3*theta_K + 239467845,-1308073819040/3*theta_K^2 - 33281852459552/27*theta_K + 49218817077394/27,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 10895155*x^2 + 124765438307*x - 246928513749553,3,True
382,-5140177/3*theta_K^2 - 14531512/3*theta_K + 21489904/3,-60907924442/27*theta_K^2 - 172189445902/27*theta_K + 84880700384/9,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 10895155*x^2 + 124765438307*x - 246928513749553,3,False
383,-28044772397*theta_K^2 - 237851504401/3*theta_K + 351746336864/3,42515294529100850/9*theta_K^2 + 360577958011166258/27*theta_K - 59248907424049504/3,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 10895155*x^2 + 124765438307*x - 246928513749553,3,False
384,109001545912958457082948409309753746642176*theta_K^2 + 7509103178184518249607119613264092761008*theta_K - 1627992021682446666764460939638876952907776,-51351731337990569129683116215030610516948260392004819893352832*theta_K^2 - 3703019968033615748265146087390043260485362673386795246430848*theta_K + 766318547034818332870580177460185395926606406276740014408153088,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 2120519890*x^2 + 10113959375810*x - 11629350465396481,3,False
385,62799467630510267027800831700428052250192816*theta_K^2 + 4441668658388023404061277670407458828384080*theta_K - 937491051719850493276609719306221297248777728,709440024726486512267653236819045013484188819794078809674926467712*theta_K^2 + 51202877520182747539832190070066010588259363178136069136852415872*theta_K - 10586753781618109808708030169310768450672181349963382457842541905920,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 2120519890*x^2 + 10113959375810*x - 11629350465396481,3,False
386,813738952220844355542792950788498320778320*theta_K^2 + 58751351249077629890636243295366498395232*theta_K - 12143093228801322643096272409408975313670960,1045600353752696915710592424096182667407396211725008641137298432*theta_K^2 + 75492501401145015627531256927342878921562643927665412263543296*theta_K - 15603062236197343824156714591385639848822840551121099485163160704,x^3 - x^2 - 15*x + 16,3,3,0,11197,x^3 - 2120519890*x^2 + 10113959375810*x - 11629350465396481,3,True
